2024 RANK,2023 RANK,Institution Name - WRONG,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE
276,325=,University of Strathclyde,University of Strathclyde,UK,United Kingdom,L,CO,VH,4.0,A,2023-03-26 00:00:00,334,34.6,281,2023-07-17 00:00:00,701+,33.7,405,93.3,161,67,222,61.6,235,24,353,59.2,252=,37
280,253=,University of Navarra,University of Navarra,ES,Spain,L,FC,HI,4.0,B,29,300,61.2,130,56.5,260,2023-01-15 00:00:00,635,2023-02-25 00:00:00,531,74.8,186,2023-09-28 00:00:00,464,2023-04-28 00:00:00,282,45.6,333,36.8
281,207,University of Bergen,University of Bergen,NO,Norway,L,FC,VH,3.0,A,32.7,269,2023-04-05 00:00:00,601+,67.1,197,31.2,426,92.3,171,2023-03-14 00:00:00,635,69.3,200,2023-06-23 00:00:00,358,57.7,259=,36.6
289,270=,University of Galway,University of Galway,IE,Ireland,L,FC,HI,5.0,A,2023-03-26 00:00:00,335,2023-02-28 00:00:00,341,61.2,230,2023-05-13 00:00:00,666,92.3,170,39.3,348,45.7,338,2023-07-30 00:00:00,249,90.6,89=,36
292,352=,Norwegian University of Science And Technology,Norwegian University of Science and Technology,NO,Norway,XL,FC,VH,5.0,A,34,253,2023-04-19 00:00:00,465,2023-06-23 00:00:00,609,2023-05-27 00:00:00,456,76.1,246,2023-03-10 00:00:00,701+,88.9,91,51,129,65.7,223=,35.7
292,303,University College Cork,University College Cork,IE,Ireland,L,FC,VH,5.0,A,2023-04-28 00:00:00,309,36.3,270,2023-04-29 00:00:00,528,2023-06-21 00:00:00,534,94.8,152,47.1,308,2023-01-25 00:00:00,496,2023-05-23 00:00:00,360,96.1,46,35.7
294,317=,Université Grenoble Alpes,Grenoble Alpes University,FR,France,XL,FC,VH,1.0,A,44.5,188,2023-01-10 00:00:00,601+,2023-08-07 00:00:00,701+,48.8,276,2023-04-18 00:00:00,611,34.9,380,92.6,64,2023-02-14 00:00:00,596,40.8,360=,35.6
295,342,University of East Anglia (UEA),University of East Anglia,UK,United Kingdom,L,FC,VH,4.0,A,2023-02-19 00:00:00,466,2023-05-08 00:00:00,601+,2023-08-16 00:00:00,701+,66,164,68,287,38.2,360,64.8,218,2023-07-12 00:00:00,678,84.3,123=,35.4
302,328=,Goethe-University Frankfurt am Main,Goethe University Frankfurt,DE,Germany,XL,FC,VH,5.0,A,44.4,189,2023-01-29 00:00:00,335,2023-04-21 00:00:00,638,2023-03-21 00:00:00,539,41.3,402,2023-06-25 00:00:00,468,82.1,134,2023-05-11 00:00:00,701+,46.6,327=,34.5
304,293=,Jagiellonian University,Jagiellonian University,PL,Poland,XL,FC,VH,5.0,A,37.3,233,47.2,188,65.1,210,2023-02-06 00:00:00,701+,2023-09-04 00:00:00,701+,2023-04-13 00:00:00,655,59.4,248,2023-09-27 00:00:00,289,57.7,259=,34.3
307,425=,Swansea University,Swansea University,UK,United Kingdom,L,FC,HI,5.0,A,21,418,45,193,2023-06-23 00:00:00,608,2023-04-27 00:00:00,460,73.1,261,54.1,271,59,254,2023-06-10 00:00:00,701+,61,248,33.9
310,233=,Universitat Pompeu Fabra (Barcelona),Pompeu Fabra University,ES,Spain,M,FO,VH,3.0,A,2023-09-30 00:00:00,282,2023-08-22 00:00:00,417,2023-01-13 00:00:00,701+,55.6,232,77.9,238,2023-06-26 00:00:00,455,38.4,389,2023-03-15 00:00:00,551,2023-02-13 00:00:00,633,33.8
312,355=,Universität Stuttgart,University of Stuttgart,DE,Germany,L,CO,VH,5.0,A,2023-07-23 00:00:00,361,2023-02-27 00:00:00,357,2023-01-06 00:00:00,701+,64.8,177,37.4,430,49.8,296,36.5,405,2023-04-19 00:00:00,430,33.8,411=,33.7
313,392=,University of Oulu,University of Oulu,FI,Finland,M,FC,VH,4.0,A,2023-08-15 00:00:00,553,2023-03-17 00:00:00,502,2023-04-26 00:00:00,564,56.9,228,52.5,348,2023-04-09 00:00:00,701+,75.4,168,2023-06-16 00:00:00,511,88.4,103=,33.5
315,270=,Saint Petersburg State University,Saint Petersburg State University,RU,Russia,L,FC,VH,5.0,A,40.8,207,24,403,61.6,228,2023-01-05 00:00:00,701+,2023-02-05 00:00:00,701+,41.7,335,69.5,198,52.8,120,36.1,391=,33.4
315,291,University of Turku,University of Turku,FI,Finland,L,FC,VH,5.0,A,2023-03-28 00:00:00,311,2023-01-21 00:00:00,440,52.3,302,32.4,417,2023-02-27 00:00:00,505,2023-03-04 00:00:00,701+,62.9,227,2023-08-27 00:00:00,291,77.7,163=,33.4
319,230,Bauman Moscow State Technical University,Bauman Moscow State Technical University,RU,Russia,L,CO,VH,5.0,A,2023-03-31 00:00:00,279,44.4,202,100,18,2023-04-01 00:00:00,701+,53.6,343,58.9,256,1,701+,2023-02-12 00:00:00,701+,2023-05-10 00:00:00,663=,33.2
319,259,Sciences Po,Sciences Po,FR,France,L,SP,,5.0,A,2023-07-17 00:00:00,502,2023-06-27 00:00:00,353,88,94,2023-02-03 00:00:00,701+,54.9,337,97.1,73,2023-04-01 00:00:00,701+,76.3,55,54.6,279=,33.2
319,320=,Universidad Carlos III de Madrid (UC3M),Charles III University of Madrid,ES,Spain,L,FO,VH,3.0,A,32.9,265,49.1,177,53.3,290,2023-08-04 00:00:00,701+,56.5,328,41.2,337,2023-05-18 00:00:00,556,2023-09-12 00:00:00,668,62.5,239=,33.2
326,347=,University of Southern Denmark (SDU),University of Southern Denmark,DK,Denmark,L,CO,VH,4.0,A,20,441,18,485,2023-01-27 00:00:00,558,40.7,337,83.2,220,2023-07-22 00:00:00,503,49.7,315,2023-07-17 00:00:00,469,88.7,100,32.7
328,355=,"City, University of London","City, University of London",UK,United Kingdom,L,CO,VH,5.0,A,2023-04-21 00:00:00,405,2023-01-18 00:00:00,483,2023-07-06 00:00:00,701+,42.2,321,95,151,99.3,46,2023-01-22 00:00:00,527,2023-03-28 00:00:00,284,41.7,356,32.6
328,300=,Université Paris 1 Panthéon-Sorbonne,Paris 1 Panthéon-Sorbonne University,FR,France,XL,FO,VH,5.0,A,65.2,104,2023-09-24 00:00:00,385,2023-02-04 00:00:00,701+,2023-04-03 00:00:00,701+,38.2,421,46.4,314,30,458,32.2,238,2023-03-16 00:00:00,588=,32.6
328,240=,USI - Università della Svizzera italiana,Università della Svizzera italiana,CH,Switzerland,S,FO,VH,3.0,A,2023-08-05 00:00:00,601+,2023-09-03 00:00:00,601+,82.9,120,56.4,229,100,23,100,11,2023-02-04 00:00:00,701+,2023-09-07 00:00:00,701+,2023-02-01 00:00:00,701+,32.6
335,416=,University of Naples - Federico II,University of Naples Federico II,IT,Italy,XL,FC,VH,5.0,A,35.2,245,17,508,2023-03-04 00:00:00,701+,61.8,197,2023-04-02 00:00:00,701+,2023-01-01 00:00:00,701+,81.6,137,2023-01-07 00:00:00,701+,34.6,403=,32.3
336,330,Aalborg University,Aalborg University,DK,Denmark,L,FC,VH,3.0,A,20,442,2023-02-22 00:00:00,424,2023-05-31 00:00:00,500,42.4,317,76.4,244,2023-02-18 00:00:00,570,79.2,151,2023-07-14 00:00:00,569,35.8,393=,32.2
336,501-510,Middle East Technical University,Middle East Technical University,TR,Turkey,L,CO,VH,4.0,A,29,299,63.7,125,9,701+,2023-02-22 00:00:00,525,2023-03-11 00:00:00,701+,2023-04-17 00:00:00,583,32.2,443,2023-06-24 00:00:00,339,84.8,120=,32.2
336,375=,University of Kent,University of Kent,UK,United Kingdom,L,CO,VH,4.0,A,17,522,2023-07-06 00:00:00,601+,2023-03-13 00:00:00,701+,43.9,306,96.6,133,72.8,195,43,354,2023-02-20 00:00:00,413,85.2,118=,32.2
342,295,RUDN University,Patrice Lumumba Peoples' Friendship University of Russia,RU,Russia,L,FC,VH,4.0,A,2023-04-22 00:00:00,395,45,192,92.2,74,2,701+,2023-02-08 00:00:00,701+,92.7,103,60.1,242,2023-02-12 00:00:00,701+,2023-04-04 00:00:00,701+,32
343,412=,Brunel University London,Brunel University London,UK,United Kingdom,L,CO,VH,4.0,A,2023-03-11 00:00:00,601+,2023-03-13 00:00:00,601+,2023-09-07 00:00:00,701+,44.2,303,99.7,84,99.6,39,56.9,269,2023-05-18 00:00:00,450,62.8,235=,31.9
344,501-510,University of Aveiro,University of Aveiro,PT,Portugal,L,CO,VH,4.0,A,2023-04-13 00:00:00,601+,2023-06-06 00:00:00,601+,2023-08-13 00:00:00,701+,84.3,98,2023-03-04 00:00:00,701+,2023-05-13 00:00:00,651,72.3,188,2023-07-06 00:00:00,701+,69.3,210=,31.6
347,422=,National Technical University of Athens,National Technical University of Athens,GR,Greece,L,FO,VH,5.0,A,2023-05-20 00:00:00,425,42.7,215,2023-07-04 00:00:00,701+,72.3,137,2023-03-01 00:00:00,701+,2023-03-04 00:00:00,701+,32,447,2023-08-31 00:00:00,240,2023-08-07 00:00:00,701+,31.4
349,488=,Universidad Politécnica de Madrid (UPM),Technical University of Madrid,ES,Spain,XL,SP,,4.0,A,31.2,280,49.3,176,2023-09-14 00:00:00,701+,2023-04-11 00:00:00,701+,2023-02-03 00:00:00,701+,2023-07-30 00:00:00,416,59.9,243,37.3,196,83.5,128=,2023-03-31 00:00:00
349,404,University of Pisa,University of Pisa,IT,Italy,L,FC,VH,5.0,A,40.4,211,2023-07-12 00:00:00,601+,2023-05-07 00:00:00,701+,41.1,333,2023-09-05 00:00:00,701+,2023-01-04 00:00:00,701+,67.6,209,2023-04-13 00:00:00,642,73.6,182=,2023-03-31 00:00:00
351,388=,Lappeenranta-Lahti University of Technology LUT,LUT University,FI,Finland,S,SP,,4.0,A,2023-09-06 00:00:00,601+,2023-03-13 00:00:00,601+,2023-01-11 00:00:00,701+,97.7,36,45.2,378,2023-02-18 00:00:00,573,2023-07-14 00:00:00,599,2023-04-11 00:00:00,701+,39,367=,31.2
351,438=,University of Coimbra,University of Coimbra,PT,Portugal,L,FC,VH,5.0,A,2023-09-28 00:00:00,304,2023-01-13 00:00:00,601+,2023-03-11 00:00:00,701+,41.6,329,2023-07-10 00:00:00,701+,37.7,364,78.8,153,2023-06-15 00:00:00,537,79.5,154,31.2
354,343=,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),Polytechnic University of Catalonia,ES,Spain,L,FO,VH,4.0,A,31.9,274,22,426,41.2,380,2023-03-22 00:00:00,524,8,701+,2023-02-21 00:00:00,532,72.8,183,2023-01-15 00:00:00,556,73.3,186,31
358,460,University of Florence,University of Florence,IT,Italy,XL,FC,VH,5.0,A,33.6,259,2023-07-05 00:00:00,601+,2023-01-04 00:00:00,701+,49.6,266,2023-01-08 00:00:00,701+,2023-07-10 00:00:00,701+,73,181,2023-04-17 00:00:00,476,81.1,142=,2023-08-30 00:00:00
358,296=,University of Tartu,University of Tartu,EE,Estonia,M,FC,VH,5.0,A,2023-04-24 00:00:00,355,9,601+,91.5,78,2023-05-11 00:00:00,701+,46.5,372,2023-02-22 00:00:00,513,73.7,177,42.1,171,2023-06-27 00:00:00,471=,2023-08-30 00:00:00
362,308=,Universität Innsbruck,University of Innsbruck,AT,Austria,L,FC,HI,5.0,A,2023-02-20 00:00:00,433,7,601+,69.2,187,2023-02-11 00:00:00,701+,100,65,100,27,32.9,434,35.7,208,2023-05-16 00:00:00,586=,2023-06-30 00:00:00
364,475=,University of Turin,University of Turin,IT,Italy,XL,FC,VH,5.0,A,39.8,213,2023-07-05 00:00:00,601+,2023-09-02 00:00:00,701+,36.8,380,2023-06-04 00:00:00,701+,2023-04-05 00:00:00,701+,69.4,199,32.5,236,84.3,123=,2023-03-30 00:00:00
368,473=,University of Cyprus (UCY),University of Cyprus,CY,Cyprus,M,CO,VH,3.0,A,2023-09-08 00:00:00,601+,2023-01-03 00:00:00,601+,2023-09-04 00:00:00,701+,77.8,123,92.9,165,2023-04-25 00:00:00,471,55.9,279,2023-06-18 00:00:00,448,2023-04-24 00:00:00,497=,2023-01-30 00:00:00
371,398=,Tilburg University,Tilburg University,NL,Netherlands,L,FO,VH,4.0,A,2023-02-15 00:00:00,573,33.4,294,2023-04-10 00:00:00,701+,44.2,302,96.6,131,58.4,259,2023-04-09 00:00:00,683,2023-01-14 00:00:00,602,31,432=,2023-09-29 00:00:00
374,343=,"Birkbeck, University of London","Birkbeck, University of London",UK,United Kingdom,M,FO,VH,5.0,A,2023-08-10 00:00:00,601+,2023-05-03 00:00:00,601+,2023-01-14 00:00:00,701+,65.1,172,97.5,123,98,62,2023-01-09 00:00:00,692,2023-03-12 00:00:00,701+,12,642=,2023-07-29 00:00:00
375,416=,Ruhr-Universität Bochum,Ruhr University Bochum,DE,Germany,XL,FC,VH,4.0,A,2023-02-21 00:00:00,411,11,601+,2023-03-02 00:00:00,701+,59.7,208,61.1,314,2023-06-29 00:00:00,425,62.3,231,2023-07-14 00:00:00,570,18,567=,2023-05-29 00:00:00
381,,University of Luxembourg,University of Luxembourg,LU,Luxembourg,M,CO,VH,2.0,,2023-01-09 00:00:00,601+,2023-09-04 00:00:00,601+,77.2,152,2023-06-28 00:00:00,447,100,14,100,24,2023-04-18 00:00:00,557,2023-06-25 00:00:00,323,,,2023-01-29 00:00:00
382,501-510,Université de Montpellier,University of Montpellier,FR,France,XL,FO,VH,5.0,A,2023-04-19 00:00:00,461,2023-04-03 00:00:00,601+,2023-09-08 00:00:00,701+,57.6,224,2023-09-23 00:00:00,550,32.3,398,99.8,9,2023-07-10 00:00:00,701+,38.7,370=,29
384,384=,Westfälische Wilhelms-Universität Münster,University of Münster,DE,Germany,L,FC,VH,5.0,A,2023-05-31 00:00:00,278,2023-06-24 00:00:00,389,55.3,271,2023-05-12 00:00:00,688,2023-03-30 00:00:00,489,2023-09-04 00:00:00,701+,59.1,252,2023-01-26 00:00:00,314,2023-06-27 00:00:00,471=,2023-06-28 00:00:00
387,490=,Aix-Marseille University,Aix-Marseille University,FR,France,XL,FC,VH,5.0,A,36.1,241,2023-05-04 00:00:00,601+,2023-03-08 00:00:00,701+,2023-05-26 00:00:00,468,2023-05-18 00:00:00,609,2023-09-19 00:00:00,549,99.4,13,2023-03-11 00:00:00,701+,64.5,228=,2023-03-28 00:00:00
387,288=,Belarusian State University,Belarusian State University,BY,Belarus,L,FO,VH,5.0,A,2023-06-26 00:00:00,327,42.5,219,95.3,61,2023-03-01 00:00:00,701+,2023-01-04 00:00:00,701+,49.9,294,2023-04-03 00:00:00,701+,2023-05-24 00:00:00,341,2023-04-01 00:00:00,701+,2023-03-28 00:00:00
392,457=,Institut National des Sciences Appliquées de Lyon (INSA),Institut national des sciences appliquées de Lyon,FR,France,M,FO,VH,4.0,A,2023-08-07 00:00:00,601+,2023-04-29 00:00:00,331,37.1,425,50.8,258,2023-04-29 00:00:00,492,69.3,213,2023-08-18 00:00:00,553,2023-08-12 00:00:00,674,2023-05-20 00:00:00,540=,2023-02-28 00:00:00
396,490=,Justus-Liebig-University Giessen,University of Giessen,DE,Germany,L,FC,VH,5.0,A,2023-06-13 00:00:00,601+,2023-01-06 00:00:00,601+,2023-07-01 00:00:00,701+,85.7,92,2023-01-12 00:00:00,701+,2023-09-18 00:00:00,561,63.8,221,2023-05-09 00:00:00,701+,2023-01-11 00:00:00,655,2023-01-28 00:00:00
396,322,Kazan (Volga region) Federal University,Kazan Federal University,RU,Russia,L,FC,VH,5.0,A,2023-07-22 00:00:00,387,2023-06-07 00:00:00,601+,93.7,68,2023-08-02 00:00:00,701+,2023-05-10 00:00:00,701+,96.1,82,61.7,234,2023-02-11 00:00:00,701+,2023-04-24 00:00:00,497=,2023-01-28 00:00:00
399,308=,HSE University,Higher School of Economics,RU,Russia,XL,FO,VH,3.0,A,2023-03-27 00:00:00,318,31.9,308,90.7,82,2023-09-01 00:00:00,701+,2023-03-06 00:00:00,701+,2023-01-16 00:00:00,597,71.1,191,2023-04-13 00:00:00,639,2023-01-05 00:00:00,701+,28
400,551-560,Masaryk University,Masaryk University,CZ,Czech Republic,XL,CO,VH,5.0,A,2023-02-23 00:00:00,371,32.2,305,2023-04-10 00:00:00,701+,2023-02-15 00:00:00,628,31,481,68.7,215,56.2,276,2023-06-14 00:00:00,575,69.9,207=,2023-09-27 00:00:00
400,369=,Universidade Nova de Lisboa,NOVA University Lisbon,PT,Portugal,L,FC,VH,4.0,A,28,313,2023-02-20 00:00:00,452,2023-06-19 00:00:00,679,2023-02-24 00:00:00,498,24,548,47,309,63.5,224,2023-08-18 00:00:00,444,40.2,362=,2023-09-27 00:00:00
403,494=,University of Granada,University of Granada,ES,Spain,XL,FC,VH,5.0,A,44,192,2023-08-09 00:00:00,601+,2023-06-05 00:00:00,701+,2023-03-23 00:00:00,509,2023-04-03 00:00:00,701+,2023-01-16 00:00:00,598,96.8,34,2023-01-05 00:00:00,701+,36.1,391=,2023-08-27 00:00:00
404,601-650,Istanbul Technical University,Istanbul Technical University,TR,Turkey,L,FO,VH,5.0,A,2023-02-24 00:00:00,357,60.4,131,2023-01-12 00:00:00,701+,2023-03-13 00:00:00,674,2023-03-07 00:00:00,701+,2023-03-18 00:00:00,569,37.2,398,23,365,63.1,232=,2023-06-27 00:00:00
413,438=,Oxford Brookes University,Oxford Brookes University,UK,United Kingdom,L,CO,HI,3.0,A,2023-09-28 00:00:00,301,2023-07-29 00:00:00,329,2023-08-13 00:00:00,701+,2023-04-08 00:00:00,701+,68.8,282,70.3,209,2023-01-27 00:00:00,481,2023-04-18 00:00:00,454,34.3,409=,2023-01-27 00:00:00
413,402=,Royal Holloway University of London,"Royal Holloway, University of London",UK,United Kingdom,M,CO,VH,5.0,A,16,546,2023-07-05 00:00:00,601+,2023-07-13 00:00:00,701+,36.3,384,94.4,155,88.7,125,2023-07-23 00:00:00,511,2023-01-11 00:00:00,701+,38.1,377=,2023-01-27 00:00:00
415,267=,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Moscow Institute of Physics and Technology,RU,Russia,M,FO,VH,4.0,A,2023-08-19 00:00:00,446,2023-09-19 00:00:00,455,96,57,16,620,31.4,480,53.1,273,2023-04-05 00:00:00,701+,2023-07-15 00:00:00,534,2023-02-01 00:00:00,701+,27
418,264=,Tomsk State University,Tomsk State University,RU,Russia,M,CO,VH,5.0,A,2023-01-23 00:00:00,376,2023-09-10 00:00:00,601+,99.4,32,2023-01-05 00:00:00,701+,2023-07-23 00:00:00,555,91.5,109,2023-04-23 00:00:00,514,2023-03-07 00:00:00,701+,3,701+,2023-09-26 00:00:00
421,284=,Graz University of Technology,Graz University of Technology,AT,Austria,M,FO,VH,5.0,A,2023-05-14 00:00:00,595,11,601+,99.5,31,2023-06-13 00:00:00,664,75,255,58.8,258,2023-04-10 00:00:00,664,2023-06-13 00:00:00,629,2023-02-04 00:00:00,701+,2023-07-26 00:00:00
421,260=,Novosibirsk State University,Novosibirsk State University,RU,Russia,M,CO,VH,4.0,A,2023-05-27 00:00:00,317,2023-04-14 00:00:00,572,93.5,69,2023-06-12 00:00:00,685,2023-07-06 00:00:00,701+,56.3,264,2023-03-05 00:00:00,701+,2023-09-12 00:00:00,667,2023-08-06 00:00:00,701+,2023-07-26 00:00:00
421,521-530,Université de Liège,University of Liège,BE,Belgium,L,FC,VH,5.0,A,2023-01-18 00:00:00,495,2023-03-16 00:00:00,524,2023-09-12 00:00:00,701+,2023-02-27 00:00:00,461,50.7,355,48.5,306,79.3,149,2023-02-16 00:00:00,516,47.8,318=,2023-07-26 00:00:00
421,434=,Université de Strasbourg,University of Strasbourg,FR,France,XL,FC,VH,5.0,A,39.6,216,2023-09-07 00:00:00,601+,2023-03-05 00:00:00,701+,2023-01-23 00:00:00,512,35.6,449,38.6,357,70.2,194,2023-09-10 00:00:00,701+,2023-09-14 00:00:00,614=,2023-07-26 00:00:00
426,531-540,University of Limerick,University of Limerick,IE,Ireland,L,FC,HI,4.0,A,2023-05-17 00:00:00,507,2023-01-29 00:00:00,337,14,701+,2023-09-21 00:00:00,529,88.4,190,2023-06-28 00:00:00,434,34.6,421,2023-09-13 00:00:00,614,58.9,254,2023-06-26 00:00:00
428,347=,IE University,IE University,ES,Spain,M,FO,HI,2.0,C,7,601+,40.9,230,56.2,262,2023-06-02 00:00:00,701+,94.6,154,100,4,1,701+,39.4,183,6,701+,2023-04-26 00:00:00
429,457=,University of Trento,University of Trento,IT,Italy,L,CO,VH,4.0,A,2023-06-24 00:00:00,352,2023-09-08 00:00:00,601+,2023-03-19 00:00:00,685,44,305,2023-09-26 00:00:00,509,2023-02-06 00:00:00,701+,61,238,2023-03-09 00:00:00,701+,34.9,400=,2023-03-26 00:00:00
431,477=,Koç University,Koç University,TR,Turkey,M,FC,HI,3.0,B,2023-04-22 00:00:00,393,47.3,187,24,591,2023-06-28 00:00:00,448,2023-03-27 00:00:00,504,2023-02-11 00:00:00,687,2023-04-06 00:00:00,701+,11,701+,2023-09-29 00:00:00,449=,2023-02-26 00:00:00
431,501-510,University of Stirling,University of Stirling,UK,United Kingdom,M,CO,VH,4.0,A,2023-05-11 00:00:00,601+,2023-02-10 00:00:00,601+,2023-05-10 00:00:00,701+,34.7,391,71.9,266,83.5,149,2023-04-14 00:00:00,607,2023-08-14 00:00:00,566,79.8,152=,2023-02-26 00:00:00
436,471=,Dublin City University,Dublin City University,IE,Ireland,L,FC,HI,3.0,A,2023-07-19 00:00:00,452,27,360,2023-06-25 00:00:00,575,2023-04-12 00:00:00,690,76,248,2023-03-19 00:00:00,557,2023-03-19 00:00:00,548,2023-08-24 00:00:00,334,81.7,137=,26
436,415,Tampere University,Tampere University,FI,Finland,L,FC,VH,1.0,A,2023-05-22 00:00:00,391,2023-05-19 00:00:00,463,2023-09-23 00:00:00,595,2023-08-31 00:00:00,422,32,473,2023-04-06 00:00:00,701+,56.4,275,2023-06-20 00:00:00,406,37.2,387,26
436,501-510,University of St.Gallen (HSG),University of St. Gallen,CH,Switzerland,M,SP,,5.0,A,9,601+,2023-06-27 00:00:00,350,2023-02-06 00:00:00,701+,2023-08-22 00:00:00,515,100,52,83.1,150,1,701+,94.8,26,2023-06-01 00:00:00,701+,26
440,410=,Julius-Maximilians-Universität Würzburg,University of Würzburg,DE,Germany,L,FC,VH,5.0,A,2023-04-17 00:00:00,511,6,601+,2023-09-04 00:00:00,701+,68,154,35.5,449,2023-04-16 00:00:00,591,41.9,363,2023-05-09 00:00:00,701+,2023-07-11 00:00:00,647=,2023-09-25 00:00:00
441,354,University of Dundee,University of Dundee,UK,United Kingdom,L,FC,HI,4.0,A,2023-03-18 00:00:00,488,2023-06-13 00:00:00,595,37.5,418,2023-02-14 00:00:00,654,96,142,79.9,162,2023-04-27 00:00:00,475,2023-05-10 00:00:00,701+,2023-08-21 00:00:00,524=,2023-09-25 00:00:00
444,601-650,National and Kapodistrian University of Athens,National and Kapodistrian University of Athens,GR,Greece,XL,FC,VH,5.0,A,2023-03-26 00:00:00,336,31.6,312,2,701+,2023-01-29 00:00:00,441,2023-09-09 00:00:00,701+,2023-02-16 00:00:00,595,72.8,182,2023-09-28 00:00:00,276,2023-01-16 00:00:00,592=,2023-08-25 00:00:00
446,561-570,Aston University,Aston University,UK,United Kingdom,L,CO,VH,4.0,A,2023-09-12 00:00:00,601+,2023-08-22 00:00:00,416,10,701+,34.1,400,93,164,38.3,359,50.5,310,2023-01-18 00:00:00,463,2023-03-12 00:00:00,640=,2023-07-25 00:00:00
446,350=,Johannes Kepler University Linz,Johannes Kepler University Linz,AT,Austria,M,CO,VH,4.0,A,2023-05-12 00:00:00,601+,2023-05-13 00:00:00,598,82.9,122,2023-01-16 00:00:00,617,86.3,201,2023-02-27 00:00:00,447,2023-05-26 00:00:00,487,2023-01-11 00:00:00,701+,2023-04-18 00:00:00,560=,2023-07-25 00:00:00
446,347=,University of Jyväskylä,University of Jyväskylä,FI,Finland,M,FO,VH,4.0,A,2023-02-17 00:00:00,518,2023-05-12 00:00:00,601+,86.2,100,2023-03-15 00:00:00,626,40.9,404,2023-08-02 00:00:00,701+,54.7,287,2023-04-11 00:00:00,701+,30.2,447=,2023-07-25 00:00:00
452,601-650,Université Claude Bernard Lyon 1,Claude Bernard University Lyon 1,FR,France,XL,FC,VH,5.0,A,2023-09-18 00:00:00,471,2023-01-04 00:00:00,601+,2023-02-08 00:00:00,701+,55.3,233,2023-09-07 00:00:00,701+,2023-02-13 00:00:00,659,90.8,78,2023-08-08 00:00:00,701+,2023-06-26 00:00:00,481=,2023-05-25 00:00:00
454,378=,Czech Technical University in Prague,Czech Technical University in Prague,CZ,Czech Republic,L,SP,,5.0,A,2023-05-21 00:00:00,403,37.6,259,75.8,161,2023-01-04 00:00:00,701+,2023-06-25 00:00:00,526,39.2,349,2023-03-15 00:00:00,592,2023-08-13 00:00:00,618,2023-06-01 00:00:00,701+,2023-02-25 00:00:00
454,541-550,Universität Mannheim,University of Mannheim,DE,Germany,M,FO,VH,5.0,A,2023-01-16 00:00:00,545,48.6,179,2023-01-02 00:00:00,701+,45.1,299,2023-01-29 00:00:00,495,2023-09-20 00:00:00,536,2,701+,2023-08-23 00:00:00,355,2023-05-02 00:00:00,701+,2023-02-25 00:00:00
459,465=,"Essex, University of",University of Essex,UK,United Kingdom,L,CO,VH,4.0,A,2023-04-16 00:00:00,535,2023-01-05 00:00:00,601+,13,701+,2023-06-25 00:00:00,475,99.8,82,99,53,40.1,380,2023-04-13 00:00:00,638,2023-06-09 00:00:00,678=,2023-01-25 00:00:00
460,601-650,Universität Potsdam,University of Potsdam,DE,Germany,L,FO,VH,3.0,A,16,547,2023-01-03 00:00:00,601+,2023-04-16 00:00:00,701+,38.6,359,51,353,2023-08-21 00:00:00,518,86.3,105,2023-02-07 00:00:00,701+,42.6,345=,25
461,308=,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Moscow Engineering Physics Institute,RU,Russia,S,FO,VH,2.0,A,2023-02-10 00:00:00,601+,2023-01-10 00:00:00,601+,99,36,2023-09-10 00:00:00,701+,54.1,341,90.7,115,2,701+,18,466,2023-02-01 00:00:00,701+,2023-09-24 00:00:00
461,352=,Universität Jena,University of Jena,DE,Germany,L,FC,VH,5.0,A,2023-05-18 00:00:00,482,6,601+,99.9,20,10,701+,,,2023-04-22 00:00:00,509,84,125,2023-01-08 00:00:00,701+,2023-01-16 00:00:00,592=,2023-09-24 00:00:00
464,420=,Johannes Gutenberg Universität Mainz,University of Mainz,DE,Germany,XL,FC,VH,5.0,A,2023-06-22 00:00:00,389,2023-07-12 00:00:00,601+,54.5,281,2023-08-14 00:00:00,641,38.5,418,2023-02-16 00:00:00,594,70.2,193,2023-04-10 00:00:00,701+,19,552=,2023-08-24 00:00:00
465,369=,Umea University,Umeå University,SE,Sweden,L,FC,VH,4.0,A,2023-07-19 00:00:00,449,2023-09-13 00:00:00,583,68.3,191,2023-09-14 00:00:00,637,2023-08-23 00:00:00,554,2023-06-09 00:00:00,701+,44.8,349,2023-07-12 00:00:00,681,47.8,318=,2023-07-24 00:00:00
465,521-530,University of Bordeaux,University of Bordeaux,FR,France,XL,FO,VH,5.0,A,30.2,289,2023-03-05 00:00:00,601+,2023-04-14 00:00:00,701+,2023-04-21 00:00:00,537,2023-06-25 00:00:00,527,2023-05-19 00:00:00,554,91.2,74,2023-09-11 00:00:00,701+,35.8,393=,2023-07-24 00:00:00
